Crash Date,crashdate,MonthDay,dayofweek,year,month,day,week,TotalDeaths
7062011,7/6/11,706,Wednesday,2011,7,6,28,73
7062012,7/6/12,706,Friday,2012,7,6,28,108
7062013,7/6/13,706,Saturday,2013,7,6,27,123
7062014,7/6/14,706,Sunday,2014,7,6,28,99
7062015,7/6/15,706,Monday,2015,7,6,28,78
7062016,7/6/16,706,Wednesday,2016,7,6,28,75
7072006,7/7/06,707,Friday,2006,7,7,28,105
7072007,7/7/07,707,Saturday,2007,7,7,27,172
7072008,7/7/08,707,Monday,2008,7,7,28,81
7072009,7/7/09,707,Tuesday,2009,7,7,28,76
7072010,7/7/10,707,Wednesday,2010,7,7,28,72
7072011,7/7/11,707,Thursday,2011,7,7,28,83
7072012,7/7/12,707,Saturday,2012,7,7,28,141
7072013,7/7/13,707,Sunday,2013,7,7,28,109
7072014,7/7/14,707,Monday,2014,7,7,28,72
7072015,7/7/15,707,Tuesday,2015,7,7,28,94
7072016,7/7/16,707,Thursday,2016,7,7,28,85
7082006,7/8/06,708,Saturday,2006,7,8,28,134
7082007,7/8/07,708,Sunday,2007,7,8,28,156
7082008,7/8/08,708,Tuesday,2008,7,8,28,101
7082009,7/8/09,708,Wednesday,2009,7,8,28,74
7082010,7/8/10,708,Thursday,2010,7,8,28,82
7082011,7/8/11,708,Friday,2011,7,8,28,103
7082012,7/8/12,708,Sunday,2012,7,8,29,127
7082013,7/8/13,708,Monday,2013,7,8,28,81
7082014,7/8/14,708,Tuesday,2014,7,8,28,96
7082015,7/8/15,708,Wednesday,2015,7,8,28,92
7082016,7/8/16,708,Friday,2016,7,8,28,111
7092006,7/9/06,709,Sunday,2006,7,9,29,119
7092007,7/9/07,709,Monday,2007,7,9,28,105
7092008,7/9/08,709,Wednesday,2008,7,9,28,90
7092009,7/9/09,709,Thursday,2009,7,9,28,85
7092010,7/9/10,709,Friday,2010,7,9,28,93
7092011,7/9/11,709,Saturday,2011,7,9,28,123
7092012,7/9/12,709,Monday,2012,7,9,29,72
7092013,7/9/13,709,Tuesday,2013,7,9,28,66
7092014,7/9/14,709,Wednesday,2014,7,9,28,93
7092015,7/9/15,709,Thursday,2015,7,9,28,93
7092016,7/9/16,709,Saturday,2016,7,9,28,119
7102006,7/10/06,710,Monday,2006,7,10,29,85
7102007,7/10/07,710,Tuesday,2007,7,10,28,116
7102008,7/10/08,710,Thursday,2008,7,10,28,85
7102009,7/10/09,710,Friday,2009,7,10,28,115
7102010,7/10/10,710,Saturday,2010,7,10,28,111
7102011,7/10/11,710,Sunday,2011,7,10,29,107
7102012,7/10/12,710,Tuesday,2012,7,10,29,87
7102013,7/10/13,710,Wednesday,2013,7,10,28,83
7102014,7/10/14,710,Thursday,2014,7,10,28,89
7102015,7/10/15,710,Friday,2015,7,10,28,117
7102016,7/10/16,710,Sunday,2016,7,10,29,105
7112006,7/11/06,711,Tuesday,2006,7,11,29,90
7112007,7/11/07,711,Wednesday,2007,7,11,28,98
7112008,7/11/08,711,Friday,2008,7,11,28,101
7112009,7/11/09,711,Saturday,2009,7,11,28,117
7112010,7/11/10,711,Sunday,2010,7,11,29,103
7112011,7/11/11,711,Monday,2011,7,11,29,82
7112012,7/11/12,711,Wednesday,2012,7,11,29,74
7112013,7/11/13,711,Thursday,2013,7,11,28,88
7112014,7/11/14,711,Friday,2014,7,11,28,95
7112015,7/11/15,711,Saturday,2015,7,11,28,137
7112016,7/11/16,711,Monday,2016,7,11,29,105
7122006,7/12/06,712,Wednesday,2006,7,12,29,82
7122007,7/12/07,712,Thursday,2007,7,12,28,105
7122008,7/12/08,712,Saturday,2008,7,12,28,125
7122009,7/12/09,712,Sunday,2009,7,12,29,141
7122010,7/12/10,712,Monday,2010,7,12,29,81
7122011,7/12/11,712,Tuesday,2011,7,12,29,73
7122012,7/12/12,712,Thursday,2012,7,12,29,89
7122013,7/12/13,712,Friday,2013,7,12,28,92
7122014,7/12/14,712,Saturday,2014,7,12,28,120
7122015,7/12/15,712,Sunday,2015,7,12,29,129
7122016,7/12/16,712,Tuesday,2016,7,12,29,81
7132006,7/13/06,713,Thursday,2006,7,13,29,119
7132007,7/13/07,713,Friday,2007,7,13,28,121
7132008,7/13/08,713,Sunday,2008,7,13,29,111
7132009,7/13/09,713,Monday,2009,7,13,29,71
7132010,7/13/10,713,Tuesday,2010,7,13,29,65
7132011,7/13/11,713,Wednesday,2011,7,13,29,87
7132012,7/13/12,713,Friday,2012,7,13,29,94
7132013,7/13/13,713,Saturday,2013,7,13,28,109
7132014,7/13/14,713,Sunday,2014,7,13,29,109
7132015,7/13/15,713,Monday,2015,7,13,29,99
7132016,7/13/16,713,Wednesday,2016,7,13,29,70
7142006,7/14/06,714,Friday,2006,7,14,29,139
7142007,7/14/07,714,Saturday,2007,7,14,28,177
7142008,7/14/08,714,Monday,2008,7,14,29,66
7142009,7/14/09,714,Tuesday,2009,7,14,29,83
7142010,7/14/10,714,Wednesday,2010,7,14,29,75
7142011,7/14/11,714,Thursday,2011,7,14,29,101
7142012,7/14/12,714,Saturday,2012,7,14,29,129
7142013,7/14/13,714,Sunday,2013,7,14,29,130
7142014,7/14/14,714,Monday,2014,7,14,29,80
7142015,7/14/15,714,Tuesday,2015,7,14,29,97
7142016,7/14/16,714,Thursday,2016,7,14,29,106
7152006,7/15/06,715,Saturday,2006,7,15,29,174
7152007,7/15/07,715,Sunday,2007,7,15,29,148
7152008,7/15/08,715,Tuesday,2008,7,15,29,87
7152009,7/15/09,715,Wednesday,2009,7,15,29,76
7152010,7/15/10,715,Thursday,2010,7,15,29,88
7152011,7/15/11,715,Friday,2011,7,15,29,112
7152012,7/15/12,715,Sunday,2012,7,15,30,112
7152013,7/15/13,715,Monday,2013,7,15,29,77
7152014,7/15/14,715,Tuesday,2014,7,15,29,64
7152015,7/15/15,715,Wednesday,2015,7,15,29,71
7152016,7/15/16,715,Friday,2016,7,15,29,123
7162006,7/16/06,716,Sunday,2006,7,16,30,144
7162007,7/16/07,716,Monday,2007,7,16,29,108
7162008,7/16/08,716,Wednesday,2008,7,16,29,75
7162009,7/16/09,716,Thursday,2009,7,16,29,102
7162010,7/16/10,716,Friday,2010,7,16,29,102
7162011,7/16/11,716,Saturday,2011,7,16,29,122
7162012,7/16/12,716,Monday,2012,7,16,30,94
7162013,7/16/13,716,Tuesday,2013,7,16,29,84
7162014,7/16/14,716,Wednesday,2014,7,16,29,99
7162015,7/16/15,716,Thursday,2015,7,16,29,95
7162016,7/16/16,716,Saturday,2016,7,16,29,142
7172006,7/17/06,717,Monday,2006,7,17,30,96
7172007,7/17/07,717,Tuesday,2007,7,17,29,91
7172008,7/17/08,717,Thursday,2008,7,17,29,87
7172009,7/17/09,717,Friday,2009,7,17,29,97
7172010,7/17/10,717,Saturday,2010,7,17,29,116
7172011,7/17/11,717,Sunday,2011,7,17,30,125
7172012,7/17/12,717,Tuesday,2012,7,17,30,81
7172013,7/17/13,717,Wednesday,2013,7,17,29,86
7172014,7/17/14,717,Thursday,2014,7,17,29,88
7172015,7/17/15,717,Friday,2015,7,17,29,123
7172016,7/17/16,717,Sunday,2016,7,17,30,130
7182006,7/18/06,718,Tuesday,2006,7,18,30,91
7182007,7/18/07,718,Wednesday,2007,7,18,29,96
7182008,7/18/08,718,Friday,2008,7,18,29,87
7182009,7/18/09,718,Saturday,2009,7,18,29,146
7182010,7/18/10,718,Sunday,2010,7,18,30,110
7182011,7/18/11,718,Monday,2011,7,18,30,76
7182012,7/18/12,718,Wednesday,2012,7,18,30,84
7182013,7/18/13,718,Thursday,2013,7,18,29,103
7182014,7/18/14,718,Friday,2014,7,18,29,91
7182015,7/18/15,718,Saturday,2015,7,18,29,128
7182016,7/18/16,718,Monday,2016,7,18,30,92
7192006,7/19/06,719,Wednesday,2006,7,19,30,95
7192007,7/19/07,719,Thursday,2007,7,19,29,105
7192008,7/19/08,719,Saturday,2008,7,19,29,133
7192009,7/19/09,719,Sunday,2009,7,19,30,125
7192010,7/19/10,719,Monday,2010,7,19,30,76
7192011,7/19/11,719,Tuesday,2011,7,19,30,94
7192012,7/19/12,719,Thursday,2012,7,19,30,73
7192013,7/19/13,719,Friday,2013,7,19,29,89
7192014,7/19/14,719,Saturday,2014,7,19,29,142
7192015,7/19/15,719,Sunday,2015,7,19,30,113
7192016,7/19/16,719,Tuesday,2016,7,19,30,81
7202006,7/20/06,720,Thursday,2006,7,20,30,95
7202007,7/20/07,720,Friday,2007,7,20,29,125
7202008,7/20/08,720,Sunday,2008,7,20,30,105
7202009,7/20/09,720,Monday,2009,7,20,30,78
7202010,7/20/10,720,Tuesday,2010,7,20,30,75
7202011,7/20/11,720,Wednesday,2011,7,20,30,74
7202012,7/20/12,720,Friday,2012,7,20,30,100
7202013,7/20/13,720,Saturday,2013,7,20,29,114
7202014,7/20/14,720,Sunday,2014,7,20,30,102
7202015,7/20/15,720,Monday,2015,7,20,30,69
7202016,7/20/16,720,Wednesday,2016,7,20,30,99
7212006,7/21/06,721,Friday,2006,7,21,30,107
7212007,7/21/07,721,Saturday,2007,7,21,29,148
7212008,7/21/08,721,Monday,2008,7,21,30,70
7212009,7/21/09,721,Tuesday,2009,7,21,30,79
7212010,7/21/10,721,Wednesday,2010,7,21,30,67
7212011,7/21/11,721,Thursday,2011,7,21,30,92
7212012,7/21/12,721,Saturday,2012,7,21,30,126
7212013,7/21/13,721,Sunday,2013,7,21,30,106
7212014,7/21/14,721,Monday,2014,7,21,30,95
7212015,7/21/15,721,Tuesday,2015,7,21,30,90
7212016,7/21/16,721,Thursday,2016,7,21,30,104
7222006,7/22/06,722,Saturday,2006,7,22,30,114
7222007,7/22/07,722,Sunday,2007,7,22,30,147
7222008,7/22/08,722,Tuesday,2008,7,22,30,99
7222009,7/22/09,722,Wednesday,2009,7,22,30,78
7222010,7/22/10,722,Thursday,2010,7,22,30,72
7222011,7/22/11,722,Friday,2011,7,22,30,82
7222012,7/22/12,722,Sunday,2012,7,22,31,141
7222013,7/22/13,722,Monday,2013,7,22,30,79
7222014,7/22/14,722,Tuesday,2014,7,22,30,69
7222015,7/22/15,722,Wednesday,2015,7,22,30,98
7222016,7/22/16,722,Friday,2016,7,22,30,128
7232006,7/23/06,723,Sunday,2006,7,23,31,138
7232007,7/23/07,723,Monday,2007,7,23,30,103
7232008,7/23/08,723,Wednesday,2008,7,23,30,98
7232009,7/23/09,723,Thursday,2009,7,23,30,85
7232010,7/23/10,723,Friday,2010,7,23,30,113
7232011,7/23/11,723,Saturday,2011,7,23,30,125
7232012,7/23/12,723,Monday,2012,7,23,31,84
7232013,7/23/13,723,Tuesday,2013,7,23,30,72
7232014,7/23/14,723,Wednesday,2014,7,23,30,87
7232015,7/23/15,723,Thursday,2015,7,23,30,100
7232016,7/23/16,723,Saturday,2016,7,23,30,106
7242006,7/24/06,724,Monday,2006,7,24,31,109
7242007,7/24/07,724,Tuesday,2007,7,24,30,101
7242008,7/24/08,724,Thursday,2008,7,24,30,84
7242009,7/24/09,724,Friday,2009,7,24,30,95
7242010,7/24/10,724,Saturday,2010,7,24,30,122
7242011,7/24/11,724,Sunday,2011,7,24,31,120
7242012,7/24/12,724,Tuesday,2012,7,24,31,89
7242013,7/24/13,724,Wednesday,2013,7,24,30,79
7242014,7/24/14,724,Thursday,2014,7,24,30,83
7242015,7/24/15,724,Friday,2015,7,24,30,112
7242016,7/24/16,724,Sunday,2016,7,24,31,119
7252006,7/25/06,725,Tuesday,2006,7,25,31,95
7252007,7/25/07,725,Wednesday,2007,7,25,30,90
7252008,7/25/08,725,Friday,2008,7,25,30,120
7252009,7/25/09,725,Saturday,2009,7,25,30,141
7252010,7/25/10,725,Sunday,2010,7,25,31,116
7252011,7/25/11,725,Monday,2011,7,25,31,79
7252012,7/25/12,725,Wednesday,2012,7,25,31,82
7252013,7/25/13,725,Thursday,2013,7,25,30,92
7252014,7/25/14,725,Friday,2014,7,25,30,100
7252015,7/25/15,725,Saturday,2015,7,25,30,150
7252016,7/25/16,725,Monday,2016,7,25,31,88
7262006,7/26/06,726,Wednesday,2006,7,26,31,81
7262007,7/26/07,726,Thursday,2007,7,26,30,91
7262008,7/26/08,726,Saturday,2008,7,26,30,135
7262009,7/26/09,726,Sunday,2009,7,26,31,140
7262010,7/26/10,726,Monday,2010,7,26,31,81
7262011,7/26/11,726,Tuesday,2011,7,26,31,76
7262012,7/26/12,726,Thursday,2012,7,26,31,110
7262013,7/26/13,726,Friday,2013,7,26,30,95
7262014,7/26/14,726,Saturday,2014,7,26,30,133
7262015,7/26/15,726,Sunday,2015,7,26,31,144
7262016,7/26/16,726,Tuesday,2016,7,26,31,79
7272006,7/27/06,727,Thursday,2006,7,27,31,96
7272007,7/27/07,727,Friday,2007,7,27,30,128
7272008,7/27/08,727,Sunday,2008,7,27,31,129
7272009,7/27/09,727,Monday,2009,7,27,31,82
7272010,7/27/10,727,Tuesday,2010,7,27,31,74
7272011,7/27/11,727,Wednesday,2011,7,27,31,85
7272012,7/27/12,727,Friday,2012,7,27,31,78
7272013,7/27/13,727,Saturday,2013,7,27,30,132
7272014,7/27/14,727,Sunday,2014,7,27,31,123
7272015,7/27/15,727,Monday,2015,7,27,31,94
7272016,7/27/16,727,Wednesday,2016,7,27,31,101
7282006,7/28/06,728,Friday,2006,7,28,31,117
7282007,7/28/07,728,Saturday,2007,7,28,30,173
7282008,7/28/08,728,Monday,2008,7,28,31,76
7282009,7/28/09,728,Tuesday,2009,7,28,31,84
7282010,7/28/10,728,Wednesday,2010,7,28,31,73
7282011,7/28/11,728,Thursday,2011,7,28,31,99
7282012,7/28/12,728,Saturday,2012,7,28,31,151
7282013,7/28/13,728,Sunday,2013,7,28,31,101
7282014,7/28/14,728,Monday,2014,7,28,31,70
7282015,7/28/15,728,Tuesday,2015,7,28,31,91
7282016,7/28/16,728,Thursday,2016,7,28,31,90
7292006,7/29/06,729,Saturday,2006,7,29,31,140
7292007,7/29/07,729,Sunday,2007,7,29,31,143
7292008,7/29/08,729,Tuesday,2008,7,29,31,90
7292009,7/29/09,729,Wednesday,2009,7,29,31,70
7292010,7/29/10,729,Thursday,2010,7,29,31,80
7292011,7/29/11,729,Friday,2011,7,29,31,123
7292012,7/29/12,729,Sunday,2012,7,29,32,106
7292013,7/29/13,729,Monday,2013,7,29,31,72
7292014,7/29/14,729,Tuesday,2014,7,29,31,71
7292015,7/29/15,729,Wednesday,2015,7,29,31,85
7292016,7/29/16,729,Friday,2016,7,29,31,103
7302006,7/30/06,730,Sunday,2006,7,30,32,142
7302007,7/30/07,730,Monday,2007,7,30,31,109
7302008,7/30/08,730,Wednesday,2008,7,30,31,76
7302009,7/30/09,730,Thursday,2009,7,30,31,83
7302010,7/30/10,730,Friday,2010,7,30,31,98
7302011,7/30/11,730,Saturday,2011,7,30,31,131
7302012,7/30/12,730,Monday,2012,7,30,32,108
7302013,7/30/13,730,Tuesday,2013,7,30,31,76
7302014,7/30/14,730,Wednesday,2014,7,30,31,87
7302015,7/30/15,730,Thursday,2015,7,30,31,99
7302016,7/30/16,730,Saturday,2016,7,30,31,140
7312006,7/31/06,731,Monday,2006,7,31,32,80
7312007,7/31/07,731,Tuesday,2007,7,31,31,110
7312008,7/31/08,731,Thursday,2008,7,31,31,79
7312009,7/31/09,731,Friday,2009,7,31,31,93
7312010,7/31/10,731,Saturday,2010,7,31,31,122
7312011,7/31/11,731,Sunday,2011,7,31,32,130
7312012,7/31/12,731,Tuesday,2012,7,31,32,76
7312013,7/31/13,731,Wednesday,2013,7,31,31,70
7312014,7/31/14,731,Thursday,2014,7,31,31,70
7312015,7/31/15,731,Friday,2015,7,31,31,127
7312016,7/31/16,731,Sunday,2016,7,31,32,108
8012006,8/1/06,801,Tuesday,2006,8,1,32,102
8012007,8/1/07,801,Wednesday,2007,8,1,31,124
8012008,8/1/08,801,Friday,2008,8,1,31,112
8012009,8/1/09,801,Saturday,2009,8,1,31,144
8012010,8/1/10,801,Sunday,2010,8,1,32,101
8012011,8/1/11,801,Monday,2011,8,1,32,92
8012012,8/1/12,801,Wednesday,2012,8,1,32,92
8012013,8/1/13,801,Thursday,2013,8,1,31,86
8012014,8/1/14,801,Friday,2014,8,1,31,106
8012015,8/1/15,801,Saturday,2015,8,1,31,137
8012016,8/1/16,801,Monday,2016,8,1,32,85
8022006,8/2/06,802,Wednesday,2006,8,2,32,99
8022007,8/2/07,802,Thursday,2007,8,2,31,119
8022008,8/2/08,802,Saturday,2008,8,2,31,165
8022009,8/2/09,802,Sunday,2009,8,2,32,136
8022010,8/2/10,802,Monday,2010,8,2,32,84
8022011,8/2/11,802,Tuesday,2011,8,2,32,91
8022012,8/2/12,802,Thursday,2012,8,2,32,108
8022013,8/2/13,802,Friday,2013,8,2,31,109
8022014,8/2/14,802,Saturday,2014,8,2,31,142
8022015,8/2/15,802,Sunday,2015,8,2,32,146
8022016,8/2/16,802,Tuesday,2016,8,2,32,97
8032006,8/3/06,803,Thursday,2006,8,3,32,118
8032007,8/3/07,803,Friday,2007,8,3,31,147
8032008,8/3/08,803,Sunday,2008,8,3,32,120
8032009,8/3/09,803,Monday,2009,8,3,32,102
8032010,8/3/10,803,Tuesday,2010,8,3,32,84
8032011,8/3/11,803,Wednesday,2011,8,3,32,95
8032012,8/3/12,803,Friday,2012,8,3,32,97
8032013,8/3/13,803,Saturday,2013,8,3,31,129
8032014,8/3/14,803,Sunday,2014,8,3,32,102
8032015,8/3/15,803,Monday,2015,8,3,32,84
8032016,8/3/16,803,Wednesday,2016,8,3,32,114
8042006,8/4/06,804,Friday,2006,8,4,32,105
8042007,8/4/07,804,Saturday,2007,8,4,31,157
8042008,8/4/08,804,Monday,2008,8,4,32,83
8042009,8/4/09,804,Tuesday,2009,8,4,32,100
8042010,8/4/10,804,Wednesday,2010,8,4,32,71
8042011,8/4/11,804,Thursday,2011,8,4,32,111
8042012,8/4/12,804,Saturday,2012,8,4,32,138
8042013,8/4/13,804,Sunday,2013,8,4,32,112
8042014,8/4/14,804,Monday,2014,8,4,32,84
8042015,8/4/15,804,Tuesday,2015,8,4,32,102
8042016,8/4/16,804,Thursday,2016,8,4,32,100
8052006,8/5/06,805,Saturday,2006,8,5,32,167
8052007,8/5/07,805,Sunday,2007,8,5,32,138
8052008,8/5/08,805,Tuesday,2008,8,5,32,79
8052009,8/5/09,805,Wednesday,2009,8,5,32,80
8052010,8/5/10,805,Thursday,2010,8,5,32,74
8052011,8/5/11,805,Friday,2011,8,5,32,110
8052012,8/5/12,805,Sunday,2012,8,5,33,130
8052013,8/5/13,805,Monday,2013,8,5,32,87
8052014,8/5/14,805,Tuesday,2014,8,5,32,83
8052015,8/5/15,805,Wednesday,2015,8,5,32,83
8052016,8/5/16,805,Friday,2016,8,5,32,117
8062006,8/6/06,806,Sunday,2006,8,6,33,137
8062007,8/6/07,806,Monday,2007,8,6,32,102
8062008,8/6/08,806,Wednesday,2008,8,6,32,87
8062009,8/6/09,806,Thursday,2009,8,6,32,92
8062010,8/6/10,806,Friday,2010,8,6,32,107
8062011,8/6/11,806,Saturday,2011,8,6,32,120
8062012,8/6/12,806,Monday,2012,8,6,33,98
8062013,8/6/13,806,Tuesday,2013,8,6,32,102
8062014,8/6/14,806,Wednesday,2014,8,6,32,66
8062015,8/6/15,806,Thursday,2015,8,6,32,98
8062016,8/6/16,806,Saturday,2016,8,6,32,164
8072006,8/7/06,807,Monday,2006,8,7,33,93
8072007,8/7/07,807,Tuesday,2007,8,7,32,98
8072008,8/7/08,807,Thursday,2008,8,7,32,86
8072009,8/7/09,807,Friday,2009,8,7,32,97
8072010,8/7/10,807,Saturday,2010,8,7,32,121
8072011,8/7/11,807,Sunday,2011,8,7,33,94
8072012,8/7/12,807,Tuesday,2012,8,7,33,91
8072013,8/7/13,807,Wednesday,2013,8,7,32,92
8072014,8/7/14,807,Thursday,2014,8,7,32,91
8072015,8/7/15,807,Friday,2015,8,7,32,142
8072016,8/7/16,807,Sunday,2016,8,7,33,148
8082006,8/8/06,808,Tuesday,2006,8,8,33,103
8082007,8/8/07,808,Wednesday,2007,8,8,32,102
8082008,8/8/08,808,Friday,2008,8,8,32,132
8082009,8/8/09,808,Saturday,2009,8,8,32,128
8082010,8/8/10,808,Sunday,2010,8,8,33,110
8082011,8/8/11,808,Monday,2011,8,8,33,96
8082012,8/8/12,808,Wednesday,2012,8,8,33,83
8082013,8/8/13,808,Thursday,2013,8,8,32,82
8082014,8/8/14,808,Friday,2014,8,8,32,127
8082015,8/8/15,808,Saturday,2015,8,8,32,129
8082016,8/8/16,808,Monday,2016,8,8,33,96
8092006,8/9/06,809,Wednesday,2006,8,9,33,106
8092007,8/9/07,809,Thursday,2007,8,9,32,100
8092008,8/9/08,809,Saturday,2008,8,9,32,122
8092009,8/9/09,809,Sunday,2009,8,9,33,128
8092010,8/9/10,809,Monday,2010,8,9,33,89
8092011,8/9/11,809,Tuesday,2011,8,9,33,73
8092012,8/9/12,809,Thursday,2012,8,9,33,112
8092013,8/9/13,809,Friday,2013,8,9,32,97
8092014,8/9/14,809,Saturday,2014,8,9,32,119
8092015,8/9/15,809,Sunday,2015,8,9,33,130
8092016,8/9/16,809,Tuesday,2016,8,9,33,108
8102006,8/10/06,810,Thursday,2006,8,10,33,105
8102007,8/10/07,810,Friday,2007,8,10,32,125
8102008,8/10/08,810,Sunday,2008,8,10,33,120
8102009,8/10/09,810,Monday,2009,8,10,33,94
8102010,8/10/10,810,Tuesday,2010,8,10,33,58
8102011,8/10/11,810,Wednesday,2011,8,10,33,84
8102012,8/10/12,810,Friday,2012,8,10,33,115
8102013,8/10/13,810,Saturday,2013,8,10,32,141
8102014,8/10/14,810,Sunday,2014,8,10,33,116
8102015,8/10/15,810,Monday,2015,8,10,33,91
8102016,8/10/16,810,Wednesday,2016,8,10,33,116
8112006,8/11/06,811,Friday,2006,8,11,33,129
8112007,8/11/07,811,Saturday,2007,8,11,32,162
8112008,8/11/08,811,Monday,2008,8,11,33,85
8112009,8/11/09,811,Tuesday,2009,8,11,33,67
8112010,8/11/10,811,Wednesday,2010,8,11,33,87
8112011,8/11/11,811,Thursday,2011,8,11,33,68
8112012,8/11/12,811,Saturday,2012,8,11,33,117
8112013,8/11/13,811,Sunday,2013,8,11,33,114
8112014,8/11/14,811,Monday,2014,8,11,33,75
8112015,8/11/15,811,Tuesday,2015,8,11,33,87
8112016,8/11/16,811,Thursday,2016,8,11,33,112
8122006,8/12/06,812,Saturday,2006,8,12,33,169
8122007,8/12/07,812,Sunday,2007,8,12,33,133
8122008,8/12/08,812,Tuesday,2008,8,12,33,89
8122009,8/12/09,812,Wednesday,2009,8,12,33,73
8122010,8/12/10,812,Thursday,2010,8,12,33,83
8122011,8/12/11,812,Friday,2011,8,12,33,95
8122012,8/12/12,812,Sunday,2012,8,12,34,120
8122013,8/12/13,812,Monday,2013,8,12,33,90
8122014,8/12/14,812,Tuesday,2014,8,12,33,89
8122015,8/12/15,812,Wednesday,2015,8,12,33,95
8122016,8/12/16,812,Friday,2016,8,12,33,119
8132006,8/13/06,813,Sunday,2006,8,13,34,167
8132007,8/13/07,813,Monday,2007,8,13,33,124
8132008,8/13/08,813,Wednesday,2008,8,13,33,82
8132009,8/13/09,813,Thursday,2009,8,13,33,93
8132010,8/13/10,813,Friday,2010,8,13,33,114
8132011,8/13/11,813,Saturday,2011,8,13,33,127
8132012,8/13/12,813,Monday,2012,8,13,34,78
8132013,8/13/13,813,Tuesday,2013,8,13,33,74
8132014,8/13/14,813,Wednesday,2014,8,13,33,91
8132015,8/13/15,813,Thursday,2015,8,13,33,98
8132016,8/13/16,813,Saturday,2016,8,13,33,128
8142006,8/14/06,814,Monday,2006,8,14,34,98
8142007,8/14/07,814,Tuesday,2007,8,14,33,104
8142008,8/14/08,814,Thursday,2008,8,14,33,89
8142009,8/14/09,814,Friday,2009,8,14,33,109
8142010,8/14/10,814,Saturday,2010,8,14,33,128
8142011,8/14/11,814,Sunday,2011,8,14,34,122
8142012,8/14/12,814,Tuesday,2012,8,14,34,76
8142013,8/14/13,814,Wednesday,2013,8,14,33,81
8142014,8/14/14,814,Thursday,2014,8,14,33,89
8142015,8/14/15,814,Friday,2015,8,14,33,120
8142016,8/14/16,814,Sunday,2016,8,14,34,114
8152006,8/15/06,815,Tuesday,2006,8,15,34,88
8152007,8/15/07,815,Wednesday,2007,8,15,33,122
8152008,8/15/08,815,Friday,2008,8,15,33,103
8152009,8/15/09,815,Saturday,2009,8,15,33,143
8152010,8/15/10,815,Sunday,2010,8,15,34,102
8152011,8/15/11,815,Monday,2011,8,15,34,75
8152012,8/15/12,815,Wednesday,2012,8,15,34,81
8152013,8/15/13,815,Thursday,2013,8,15,33,82
8152014,8/15/14,815,Friday,2014,8,15,33,115
8152015,8/15/15,815,Saturday,2015,8,15,33,160
8152016,8/15/16,815,Monday,2016,8,15,34,92
8162006,8/16/06,816,Wednesday,2006,8,16,34,109
8162007,8/16/07,816,Thursday,2007,8,16,33,127
8162008,8/16/08,816,Saturday,2008,8,16,33,151
8162009,8/16/09,816,Sunday,2009,8,16,34,123
8162010,8/16/10,816,Monday,2010,8,16,34,83
8162011,8/16/11,816,Tuesday,2011,8,16,34,81
8162012,8/16/12,816,Thursday,2012,8,16,34,66
8162013,8/16/13,816,Friday,2013,8,16,33,105
8162014,8/16/14,816,Saturday,2014,8,16,33,105
8162015,8/16/15,816,Sunday,2015,8,16,34,144
8162016,8/16/16,816,Tuesday,2016,8,16,34,62
8172006,8/17/06,817,Thursday,2006,8,17,34,102
8172007,8/17/07,817,Friday,2007,8,17,33,117
8172008,8/17/08,817,Sunday,2008,8,17,34,117
8172009,8/17/09,817,Monday,2009,8,17,34,72
8172010,8/17/10,817,Tuesday,2010,8,17,34,66
8172011,8/17/11,817,Wednesday,2011,8,17,34,90
8172012,8/17/12,817,Friday,2012,8,17,34,124
8172013,8/17/13,817,Saturday,2013,8,17,33,140
8172014,8/17/14,817,Sunday,2014,8,17,34,95
8172015,8/17/15,817,Monday,2015,8,17,34,91
8172016,8/17/16,817,Wednesday,2016,8,17,34,82
8182006,8/18/06,818,Friday,2006,8,18,34,125
8182007,8/18/07,818,Saturday,2007,8,18,33,156
8182008,8/18/08,818,Monday,2008,8,18,34,71
8182009,8/18/09,818,Tuesday,2009,8,18,34,81
8182010,8/18/10,818,Wednesday,2010,8,18,34,80
8182011,8/18/11,818,Thursday,2011,8,18,34,88
8182012,8/18/12,818,Saturday,2012,8,18,34,117
8182013,8/18/13,818,Sunday,2013,8,18,34,118
8182014,8/18/14,818,Monday,2014,8,18,34,80
8182015,8/18/15,818,Tuesday,2015,8,18,34,89
8182016,8/18/16,818,Thursday,2016,8,18,34,118
8192006,8/19/06,819,Saturday,2006,8,19,34,155
8192007,8/19/07,819,Sunday,2007,8,19,34,138
8192008,8/19/08,819,Tuesday,2008,8,19,34,80
8192009,8/19/09,819,Wednesday,2009,8,19,34,92
8192010,8/19/10,819,Thursday,2010,8,19,34,75
8192011,8/19/11,819,Friday,2011,8,19,34,104
8192012,8/19/12,819,Sunday,2012,8,19,35,111
8192013,8/19/13,819,Monday,2013,8,19,34,105
8192014,8/19/14,819,Tuesday,2014,8,19,34,89
8192015,8/19/15,819,Wednesday,2015,8,19,34,108
8192016,8/19/16,819,Friday,2016,8,19,34,89
8202006,8/20/06,820,Sunday,2006,8,20,35,142
8202007,8/20/07,820,Monday,2007,8,20,34,93
8202008,8/20/08,820,Wednesday,2008,8,20,34,74
8202009,8/20/09,820,Thursday,2009,8,20,34,104
8202010,8/20/10,820,Friday,2010,8,20,34,104
8202011,8/20/11,820,Saturday,2011,8,20,34,127
8202012,8/20/12,820,Monday,2012,8,20,35,99
8202013,8/20/13,820,Tuesday,2013,8,20,34,82
